#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 419
numEdges = 1086
usedAlgorithm = null
dataSource = MultiVarDataSet
numOfFeatures = 8
truth_features = null
END
#################################################################
SECTION2 (Nodes Information)
NodeID 2_pagerank 2_triangle_count 2_core_id 2_color_id 2_component_id 2_component_size 2_out_degree 2_in_degree
3893538 0.282392 0.000000 5.000000 0.000000 654110.000000 982462.000000 0.000000 6.000000
3808830 0.171666 0.000000 3.000000 0.000000 654110.000000 982462.000000 0.000000 3.000000
2789544 2.674630 63.000000 10.000000 1.000000 654110.000000 982462.000000 63.000000 82.000000
2990733 0.165954 0.000000 1.000000 1.000000 654110.000000 982462.000000 0.000000 1.000000
5392394 0.375174 0.000000 7.000000 1.000000 654110.000000 982462.000000 7.000000 3.000000
4531661 0.458228 0.000000 7.000000 2.000000 654110.000000 982462.000000 3.000000 6.000000
2878180 6.752600 34.000000 10.000000 4.000000 654110.000000 982462.000000 2.000000 110.000000
2873364 0.347179 12.000000 10.000000 1.000000 654110.000000 982462.000000 26.000000 11.000000
605059 1.959090 0.000000 10.000000 3.000000 654110.000000 982462.000000 38.000000 86.000000
2090253 2.129950 0.000000 5.000000 1.000000 654110.000000 982462.000000 3.000000 2.000000
2065737 30.418200 2799.000000 10.000000 6.000000 654110.000000 982462.000000 1105.000000 5247.000000
3013094 7.241050 0.000000 10.000000 2.000000 654110.000000 982462.000000 25.000000 367.000000
2783388 1.542030 3.000000 10.000000 3.000000 654110.000000 982462.000000 76.000000 56.000000
986035 0.361369 0.000000 10.000000 0.000000 654110.000000 982462.000000 33.000000 10.000000
2828612 0.284246 0.000000 7.000000 1.000000 654110.000000 982462.000000 3.000000 6.000000
1648415 1.636090 0.000000 10.000000 4.000000 654110.000000 982462.000000 45.000000 79.000000
4885769 0.571865 0.000000 5.000000 0.000000 654110.000000 982462.000000 0.000000 10.000000
624 0.785213 0.000000 10.000000 4.000000 654110.000000 982462.000000 18.000000 13.000000
4783409 0.553715 0.000000 10.000000 0.000000 654110.000000 982462.000000 19.000000 34.000000
1078266 0.277500 0.000000 1.000000 1.000000 975253.000000 3.000000 1.000000 1.000000
2550792 0.442861 0.000000 10.000000 1.000000 654110.000000 982462.000000 5.000000 13.000000
1468935 0.175500 0.000000 1.000000 1.000000 1299235.000000 6.000000 0.000000 1.000000
4469232 0.422047 5.000000 10.000000 0.000000 654110.000000 982462.000000 18.000000 17.000000
2097297 2.720380 42.000000 10.000000 2.000000 654110.000000 982462.000000 432.000000 160.000000
3452981 0.699950 0.000000 5.000000 2.000000 654110.000000 982462.000000 0.000000 12.000000
1174578 1.526500 103.000000 10.000000 0.000000 654110.000000 982462.000000 86.000000 59.000000
639977 0.596101 0.000000 10.000000 2.000000 654110.000000 982462.000000 17.000000 12.000000
1193189 0.220279 0.000000 1.000000 0.000000 654110.000000 982462.000000 1.000000 1.000000
2832920 2.029080 35.000000 10.000000 6.000000 654110.000000 982462.000000 99.000000 89.000000
320 0.150000 0.000000 1.000000 1.000000 654110.000000 982462.000000 1.000000 0.000000
2584436 0.198933 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
2921778 2.087870 10.000000 10.000000 3.000000 654110.000000 982462.000000 33.000000 58.000000
2545478 3.575910 13.000000 10.000000 2.000000 654110.000000 982462.000000 24.000000 79.000000
2975953 0.231419 0.000000 10.000000 0.000000 654110.000000 982462.000000 0.000000 13.000000
3211512 1887.850000 31186.000000 10.000000 15.000000 654110.000000 982462.000000 8.000000 82066.000000
5107884 0.694153 0.000000 10.000000 3.000000 654110.000000 982462.000000 46.000000 29.000000
644 0.379894 0.000000 8.000000 0.000000 654110.000000 982462.000000 7.000000 4.000000
2238114 4.993710 95.000000 10.000000 3.000000 654110.000000 982462.000000 5.000000 198.000000
631 0.260792 0.000000 2.000000 0.000000 654110.000000 982462.000000 1.000000 1.000000
571 1.234410 0.000000 10.000000 0.000000 654110.000000 982462.000000 26.000000 44.000000
433 0.197539 0.000000 4.000000 1.000000 654110.000000 982462.000000 2.000000 2.000000
160130 0.401064 0.000000 10.000000 1.000000 654110.000000 982462.000000 13.000000 11.000000
648072 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
4339842 0.936557 9.000000 10.000000 1.000000 654110.000000 982462.000000 25.000000 48.000000
2232278 1.599320 25.000000 10.000000 4.000000 654110.000000 982462.000000 31.000000 59.000000
154104 0.896772 6.000000 10.000000 1.000000 654110.000000 982462.000000 75.000000 29.000000
1218627 0.175500 0.000000 1.000000 1.000000 1299235.000000 6.000000 0.000000 1.000000
1314055 0.399383 0.000000 7.000000 3.000000 654110.000000 982462.000000 4.000000 5.000000
225608 0.629736 2.000000 10.000000 0.000000 654110.000000 982462.000000 24.000000 21.000000
407 0.378818 0.000000 10.000000 0.000000 654110.000000 982462.000000 17.000000 5.000000
4589036 0.220279 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
5581803 1.470890 0.000000 10.000000 3.000000 654110.000000 982462.000000 18.000000 87.000000
743361 1.152470 6.000000 10.000000 3.000000 654110.000000 982462.000000 96.000000 69.000000
3740977 2.216440 18.000000 10.000000 7.000000 654110.000000 982462.000000 143.000000 94.000000
3249392 13.632000 14.000000 10.000000 3.000000 654110.000000 982462.000000 78.000000 124.000000
3224401 0.570314 0.000000 2.000000 1.000000 654110.000000 982462.000000 0.000000 2.000000
2199268 0.437311 0.000000 10.000000 1.000000 654110.000000 982462.000000 6.000000 8.000000
4558404 3.875370 230.000000 10.000000 6.000000 654110.000000 982462.000000 169.000000 157.000000
1474007 0.186587 0.000000 2.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
4445247 0.175500 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
681474 10.884200 281.000000 10.000000 7.000000 654110.000000 982462.000000 463.000000 333.000000
667645 0.437311 0.000000 10.000000 1.000000 654110.000000 982462.000000 3.000000 8.000000
662176 0.281692 0.000000 10.000000 0.000000 654110.000000 982462.000000 9.000000 6.000000
637234 0.414113 0.000000 9.000000 0.000000 654110.000000 982462.000000 0.000000 12.000000
626402 16.466000 689.000000 10.000000 12.000000 654110.000000 982462.000000 546.000000 618.000000
340 0.150000 0.000000 3.000000 1.000000 654110.000000 982462.000000 4.000000 0.000000
5299090 0.180383 0.000000 6.000000 0.000000 654110.000000 982462.000000 0.000000 6.000000
4642852 1.065970 7.000000 10.000000 0.000000 654110.000000 982462.000000 12.000000 15.000000
3585698 0.478631 0.000000 10.000000 2.000000 654110.000000 982462.000000 0.000000 16.000000
5038157 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
5052877 6.563860 701.000000 10.000000 10.000000 654110.000000 982462.000000 367.000000 259.000000
124758 6.624460 21.000000 10.000000 6.000000 654110.000000 982462.000000 713.000000 239.000000
143 1.260590 0.000000 10.000000 2.000000 654110.000000 982462.000000 39.000000 43.000000
4754667 0.962968 0.000000 10.000000 4.000000 654110.000000 982462.000000 27.000000 24.000000
5516133 1.430500 14.000000 10.000000 3.000000 654110.000000 982462.000000 54.000000 50.000000
1077015 0.722839 48.000000 10.000000 4.000000 654110.000000 982462.000000 21.000000 25.000000
2383622 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
4357876 0.391022 0.000000 2.000000 1.000000 654110.000000 982462.000000 3.000000 2.000000
507353 0.203758 0.000000 4.000000 0.000000 654110.000000 982462.000000 0.000000 4.000000
5476792 0.162697 1.000000 6.000000 2.000000 654110.000000 982462.000000 3.000000 3.000000
5422411 1.358310 0.000000 10.000000 5.000000 654110.000000 982462.000000 82.000000 52.000000
1760163 0.841175 0.000000 7.000000 3.000000 654110.000000 982462.000000 0.000000 15.000000
2086114 0.382734 0.000000 4.000000 2.000000 654110.000000 982462.000000 0.000000 8.000000
5607240 7.168560 17.000000 10.000000 1.000000 654110.000000 982462.000000 48.000000 159.000000
4546022 0.497586 0.000000 10.000000 1.000000 654110.000000 982462.000000 18.000000 11.000000
106 0.592600 7.000000 10.000000 0.000000 654110.000000 982462.000000 24.000000 16.000000
2210363 0.766369 0.000000 10.000000 3.000000 654110.000000 982462.000000 26.000000 18.000000
4057603 9.450990 362.000000 10.000000 10.000000 654110.000000 982462.000000 711.000000 287.000000
2949336 0.581571 0.000000 10.000000 1.000000 654110.000000 982462.000000 21.000000 19.000000
5470275 0.390837 0.000000 4.000000 2.000000 654110.000000 982462.000000 0.000000 9.000000
1637139 4.871570 123.000000 10.000000 0.000000 654110.000000 982462.000000 14.000000 94.000000
2016903 0.360897 0.000000 10.000000 1.000000 654110.000000 982462.000000 0.000000 18.000000
823754 0.728600 0.000000 10.000000 0.000000 654110.000000 982462.000000 24.000000 18.000000
4234713 3.448060 19.000000 10.000000 0.000000 654110.000000 982462.000000 35.000000 126.000000
1353233 0.437515 0.000000 8.000000 1.000000 654110.000000 982462.000000 7.000000 8.000000
978620 12.177400 452.000000 10.000000 6.000000 654110.000000 982462.000000 522.000000 446.000000
10522 0.752629 0.000000 7.000000 4.000000 654110.000000 982462.000000 0.000000 18.000000
450 0.150000 0.000000 3.000000 1.000000 654110.000000 982462.000000 5.000000 0.000000
40 0.671383 22.000000 10.000000 3.000000 654110.000000 982462.000000 14.000000 15.000000
669 0.150000 0.000000 1.000000 0.000000 654110.000000 982462.000000 1.000000 0.000000
563 0.150000 0.000000 1.000000 1.000000 49900.000000 3.000000 2.000000 0.000000
508 0.568144 0.000000 10.000000 1.000000 654110.000000 982462.000000 7.000000 18.000000
278 1.265220 0.000000 10.000000 0.000000 654110.000000 982462.000000 30.000000 23.000000
299 0.150000 0.000000 1.000000 0.000000 1299235.000000 6.000000 5.000000 0.000000
228 0.231263 0.000000 9.000000 0.000000 654110.000000 982462.000000 6.000000 4.000000
206 0.214936 0.000000 1.000000 0.000000 654110.000000 982462.000000 1.000000 1.000000
18 0.277500 0.000000 1.000000 1.000000 654110.000000 982462.000000 1.000000 1.000000
345 1.133390 17.000000 10.000000 0.000000 654110.000000 982462.000000 48.000000 32.000000
2867415 0.540891 0.000000 5.000000 1.000000 654110.000000 982462.000000 1.000000 8.000000
1064327 0.548302 0.000000 10.000000 3.000000 654110.000000 982462.000000 26.000000 16.000000
4136357 0.188508 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
1346919 0.266966 0.000000 5.000000 1.000000 654110.000000 982462.000000 0.000000 5.000000
384 1.193920 7.000000 10.000000 1.000000 654110.000000 982462.000000 15.000000 20.000000
889163 2.120420 17.000000 10.000000 2.000000 654110.000000 982462.000000 90.000000 101.000000
5569935 0.538311 0.000000 3.000000 3.000000 654110.000000 982462.000000 0.000000 6.000000
4798601 0.207375 0.000000 2.000000 1.000000 654110.000000 982462.000000 0.000000 2.000000
1753819 1.749660 73.000000 10.000000 0.000000 654110.000000 982462.000000 27.000000 47.000000
4998249 0.569352 0.000000 4.000000 3.000000 654110.000000 982462.000000 0.000000 11.000000
2698206 0.436875 0.000000 1.000000 1.000000 654110.000000 982462.000000 0.000000 3.000000
2499850 3.562610 159.000000 10.000000 9.000000 654110.000000 982462.000000 111.000000 117.000000
5554563 10.656500 1700.000000 10.000000 3.000000 654110.000000 982462.000000 210.000000 415.000000
798942 0.569801 0.000000 10.000000 3.000000 654110.000000 982462.000000 8.000000 9.000000
170 0.150000 0.000000 6.000000 0.000000 654110.000000 982462.000000 6.000000 0.000000
1676511 7.055470 0.000000 10.000000 4.000000 654110.000000 982462.000000 23.000000 31.000000
4197986 0.202578 0.000000 4.000000 0.000000 654110.000000 982462.000000 0.000000 4.000000
3044490 1.411960 13.000000 10.000000 4.000000 654110.000000 982462.000000 123.000000 60.000000
767706 0.466280 0.000000 10.000000 4.000000 654110.000000 982462.000000 11.000000 11.000000
1758205 1.668240 73.000000 10.000000 3.000000 654110.000000 982462.000000 22.000000 49.000000
3567353 0.174533 0.000000 8.000000 0.000000 654110.000000 982462.000000 0.000000 8.000000
4101726 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
5476049 8.657370 2.000000 10.000000 5.000000 654110.000000 982462.000000 570.000000 595.000000
5058218 0.159113 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
4058227 0.162697 0.000000 3.000000 0.000000 654110.000000 982462.000000 0.000000 3.000000
5395426 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
5046752 11.407400 729.000000 10.000000 7.000000 654110.000000 982462.000000 659.000000 393.000000
575891 9.284190 12.000000 10.000000 8.000000 654110.000000 982462.000000 313.000000 343.000000
2477500 1.558290 27.000000 10.000000 4.000000 654110.000000 982462.000000 48.000000 44.000000
4960095 0.220279 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
5350829 0.196194 0.000000 6.000000 1.000000 654110.000000 982462.000000 0.000000 6.000000
452 0.150000 0.000000 1.000000 0.000000 654110.000000 982462.000000 1.000000 0.000000
610 0.172688 0.000000 2.000000 1.000000 654110.000000 982462.000000 3.000000 1.000000
548 0.150000 0.000000 1.000000 0.000000 4141039.000000 2.000000 1.000000 0.000000
1224729 3.741240 0.000000 10.000000 1.000000 654110.000000 982462.000000 44.000000 48.000000
4254231 0.215801 0.000000 10.000000 2.000000 654110.000000 982462.000000 12.000000 6.000000
53 0.644253 0.000000 10.000000 3.000000 654110.000000 982462.000000 9.000000 10.000000
2110312 0.968801 0.000000 10.000000 2.000000 654110.000000 982462.000000 23.000000 33.000000
5235805 0.274943 0.000000 7.000000 0.000000 654110.000000 982462.000000 0.000000 8.000000
471355 0.181875 0.000000 4.000000 2.000000 654110.000000 982462.000000 9.000000 1.000000
632239 0.253129 0.000000 10.000000 0.000000 654110.000000 982462.000000 0.000000 11.000000
2308536 0.355282 0.000000 10.000000 1.000000 654110.000000 982462.000000 16.000000 9.000000
5359268 0.181779 0.000000 5.000000 0.000000 654110.000000 982462.000000 0.000000 5.000000
2542589 1.679690 59.000000 10.000000 7.000000 654110.000000 982462.000000 54.000000 68.000000
46 0.205794 3.000000 8.000000 1.000000 654110.000000 982462.000000 7.000000 2.000000
3012698 0.220959 0.000000 5.000000 1.000000 654110.000000 982462.000000 0.000000 5.000000
4859097 3.163560 30.000000 10.000000 6.000000 654110.000000 982462.000000 113.000000 159.000000
3107121 0.182336 0.000000 4.000000 0.000000 654110.000000 982462.000000 0.000000 4.000000
718206 0.288003 0.000000 4.000000 0.000000 654110.000000 982462.000000 1.000000 3.000000
2505670 0.200849 0.000000 6.000000 0.000000 654110.000000 982462.000000 0.000000 6.000000
245766 0.284273 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
3144011 0.358141 0.000000 9.000000 0.000000 654110.000000 982462.000000 0.000000 11.000000
528 0.216340 0.000000 4.000000 0.000000 654110.000000 982462.000000 2.000000 2.000000
465 1.041600 0.000000 10.000000 1.000000 654110.000000 982462.000000 23.000000 6.000000
4577755 6.729520 364.000000 10.000000 5.000000 654110.000000 982462.000000 51.000000 536.000000
799131 2.070850 4.000000 10.000000 0.000000 654110.000000 982462.000000 13.000000 58.000000
2224526 0.181875 0.000000 1.000000 0.000000 654110.000000 982462.000000 2.000000 1.000000
216 0.313885 0.000000 10.000000 0.000000 654110.000000 982462.000000 34.000000 7.000000
505064 2.852530 15.000000 10.000000 6.000000 654110.000000 982462.000000 16.000000 81.000000
4810147 0.185035 0.000000 4.000000 1.000000 654110.000000 982462.000000 3.000000 2.000000
1027342 6.450420 50.000000 10.000000 4.000000 654110.000000 982462.000000 212.000000 255.000000
430 0.224070 1.000000 6.000000 0.000000 654110.000000 982462.000000 5.000000 2.000000
59 0.150000 3.000000 7.000000 0.000000 654110.000000 982462.000000 7.000000 0.000000
4761299 0.164417 0.000000 4.000000 1.000000 654110.000000 982462.000000 3.000000 2.000000
249 0.414846 0.000000 7.000000 1.000000 654110.000000 982462.000000 1.000000 9.000000
4339183 6.490520 88.000000 10.000000 1.000000 654110.000000 982462.000000 65.000000 153.000000
3999473 11.472500 203.000000 10.000000 3.000000 654110.000000 982462.000000 245.000000 482.000000
2398684 2.040970 64.000000 10.000000 4.000000 654110.000000 982462.000000 51.000000 45.000000
84427 0.286613 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
4863834 1.153920 0.000000 10.000000 2.000000 654110.000000 982462.000000 25.000000 21.000000
1982261 0.168226 0.000000 2.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
1286203 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
3795135 0.164596 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
3123773 0.546481 0.000000 10.000000 2.000000 654110.000000 982462.000000 9.000000 12.000000
4155596 2.548060 28.000000 10.000000 0.000000 654110.000000 982462.000000 111.000000 85.000000
582649 0.309075 0.000000 9.000000 2.000000 654110.000000 982462.000000 0.000000 9.000000
5383759 7.473680 655.000000 10.000000 8.000000 654110.000000 982462.000000 414.000000 328.000000
5566832 0.801203 0.000000 10.000000 1.000000 654110.000000 982462.000000 41.000000 22.000000
2007907 0.167016 0.000000 2.000000 1.000000 654110.000000 982462.000000 0.000000 2.000000
180638 0.407604 0.000000 10.000000 2.000000 654110.000000 982462.000000 0.000000 18.000000
3076469 0.604627 2.000000 9.000000 0.000000 654110.000000 982462.000000 3.000000 6.000000
2381117 0.202552 0.000000 7.000000 0.000000 654110.000000 982462.000000 4.000000 3.000000
2254318 0.157209 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
2739521 0.861998 0.000000 10.000000 3.000000 654110.000000 982462.000000 20.000000 20.000000
2733385 2.551220 8.000000 10.000000 1.000000 654110.000000 982462.000000 47.000000 85.000000
156 0.150000 0.000000 1.000000 0.000000 975253.000000 3.000000 1.000000 0.000000
2259804 1.051020 12.000000 10.000000 3.000000 654110.000000 982462.000000 28.000000 36.000000
3315180 1.823060 0.000000 10.000000 3.000000 654110.000000 982462.000000 52.000000 58.000000
2665327 2.985440 41.000000 10.000000 2.000000 654110.000000 982462.000000 83.000000 89.000000
3198006 14.690500 259.000000 10.000000 8.000000 654110.000000 982462.000000 345.000000 432.000000
1217993 238.425000 21.000000 10.000000 2.000000 654110.000000 982462.000000 23.000000 13897.000000
2485233 0.435314 0.000000 10.000000 2.000000 654110.000000 982462.000000 7.000000 15.000000
556 0.375287 0.000000 10.000000 0.000000 654110.000000 982462.000000 20.000000 9.000000
4145532 0.372592 0.000000 8.000000 0.000000 654110.000000 982462.000000 2.000000 6.000000
617680 0.320815 0.000000 3.000000 1.000000 654110.000000 982462.000000 0.000000 5.000000
4314604 4.117670 9.000000 10.000000 10.000000 654110.000000 982462.000000 258.000000 204.000000
1246690 0.219024 0.000000 2.000000 0.000000 654110.000000 982462.000000 1.000000 1.000000
752242 2.586020 42.000000 10.000000 4.000000 654110.000000 982462.000000 103.000000 100.000000
451885 0.999334 8.000000 10.000000 3.000000 654110.000000 982462.000000 23.000000 25.000000
1378525 0.226672 0.000000 10.000000 0.000000 654110.000000 982462.000000 5.000000 5.000000
2643302 0.413168 0.000000 10.000000 0.000000 654110.000000 982462.000000 2.000000 8.000000
4834194 0.726306 19.000000 10.000000 6.000000 654110.000000 982462.000000 17.000000 16.000000
614 0.219286 0.000000 10.000000 0.000000 654110.000000 982462.000000 1.000000 18.000000
514 0.545682 0.000000 10.000000 0.000000 654110.000000 982462.000000 26.000000 9.000000
512 0.150000 0.000000 3.000000 1.000000 654110.000000 982462.000000 4.000000 0.000000
353 0.150000 0.000000 3.000000 0.000000 654110.000000 982462.000000 5.000000 0.000000
272 0.330639 0.000000 10.000000 4.000000 654110.000000 982462.000000 39.000000 10.000000
114 0.252842 27.000000 10.000000 1.000000 654110.000000 982462.000000 27.000000 2.000000
74 0.150000 0.000000 2.000000 0.000000 654110.000000 982462.000000 2.000000 0.000000
2631862 1.835280 8.000000 10.000000 2.000000 654110.000000 982462.000000 19.000000 25.000000
591 0.260870 10.000000 10.000000 1.000000 654110.000000 982462.000000 20.000000 10.000000
1703649 0.590494 0.000000 10.000000 1.000000 654110.000000 982462.000000 15.000000 19.000000
214 0.210658 0.000000 5.000000 0.000000 654110.000000 982462.000000 3.000000 2.000000
5081072 71.745200 990.000000 10.000000 13.000000 654110.000000 982462.000000 2158.000000 3043.000000
3478059 0.243953 0.000000 2.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
2619572 0.290558 0.000000 2.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
2857416 3.065290 0.000000 10.000000 3.000000 654110.000000 982462.000000 234.000000 117.000000
3573087 0.187346 0.000000 3.000000 0.000000 654110.000000 982462.000000 0.000000 3.000000
1497892 0.164417 0.000000 2.000000 0.000000 654110.000000 982462.000000 0.000000 2.000000
700333 31.025200 158.000000 10.000000 2.000000 654110.000000 982462.000000 684.000000 645.000000
372393 1.193830 0.000000 10.000000 1.000000 654110.000000 982462.000000 5.000000 34.000000
5048140 5.732660 146.000000 10.000000 2.000000 654110.000000 982462.000000 17.000000 187.000000
1881859 0.220279 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
3968113 0.210868 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
1299764 0.202552 0.000000 3.000000 0.000000 654110.000000 982462.000000 1.000000 3.000000
4463602 9.342430 30.000000 10.000000 8.000000 654110.000000 982462.000000 110.000000 382.000000
1487765 1.357320 7.000000 10.000000 2.000000 654110.000000 982462.000000 33.000000 50.000000
1450309 0.731608 23.000000 10.000000 3.000000 654110.000000 982462.000000 24.000000 22.000000
652383 0.188508 0.000000 3.000000 0.000000 654110.000000 982462.000000 2.000000 1.000000
5293071 1256.490000 15400.000000 10.000000 4.000000 654110.000000 982462.000000 16.000000 19722.000000
3184791 1.063100 86.000000 10.000000 5.000000 654110.000000 982462.000000 68.000000 35.000000
54 0.150000 2.000000 4.000000 0.000000 654110.000000 982462.000000 4.000000 0.000000
138 0.219752 0.000000 3.000000 0.000000 654110.000000 982462.000000 1.000000 2.000000
5125936 0.164596 0.000000 1.000000 0.000000 654110.000000 982462.000000 0.000000 1.000000
4717353 2.081060 0.000000 10.000000 3.000000 654110.000000 982462.000000 78.000000 83.000000
4143823 1.584980 0.000000 10.000000 4.000000 654110.000000 982462.000000 55.000000 47.000000
5162431 2.728230 5.000000 10.000000 4.000000 654110.000000 982462.000000 21.000000 56.000000
4432787 18.734100 255.000000 10.000000 7.000000 654110.000000 982462.000000 54.000000 469.000000
5258431 3.220560 24.000000 10.000000 1.000000 654110.000000 982462.000000 31.000000 121.000000
1830737 0.293595 3.000000 10.000000 1.000000 654110.000000 982462.000000 15.000000 16.000000
134883 1.538750 0.000000 10.000000 1.000000 654110.000000 982462.000000 56.000000 44.000000
255 0.495864 0.000000 2.000000 1.000000 654110.000000 982462.000000 6.000000 2.000000
